"log.fc"	"test.stat"	"p.value"	"q.value"
"chr2:157176251-157177346"	-0.648457438037482	-4.74848344757975	6.48202889994477e-06	2.46246133894185e-05
"chr10:8077829-8078378"	-0.608656980517618	-4.74828361222096	6.48730394608694e-06	2.46411032214035e-05
"chr3:101497830-101498648"	0.16848855259352	4.74817685124812	6.49012381803202e-06	2.46482640162933e-05
"chr15:51385861-51387203"	-0.528860398254437	-4.74799744667176	6.49486510021663e-06	2.46627188513914e-05
"chr7:155137563-155137885"	0.356708415302174	4.74770052416389	6.50271951643581e-06	2.4688989215008e-05
"chr6:153450992-153452792"	-0.819057564550361	-4.74756482528233	6.50631219230957e-06	2.46990737203956e-05
"chr19:53757819-53758148"	-0.618080870616127	-4.74713328336543	6.51775022215203e-06	2.47389333417664e-05
"chr8:102505512-102506430"	0.581313699276676	4.74678552162139	6.52698184958323e-06	2.47682274446577e-05
"chr19:13029794-13030355"	0.148246966539505	4.74677179644159	6.52734645610385e-06	2.47682274446577e-05
"chr8:143858279-143859411"	-0.445115857132387	-4.74609002960726	6.54548233957182e-06	2.48334714802457e-05
"chr10:94180315-94180754"	-0.477328758155494	-4.74604189524488	6.54676462216456e-06	2.48347636098567e-05
"chr15:65066916-65068352"	-0.483681349727278	-4.74522546206792	6.56855127796181e-06	2.49138263055385e-05
"chr22:49934661-49935380"	0.371378109576206	4.74483503404977	6.57899476119552e-06	2.49498489850803e-05
"chr3:73159857-73160140"	0.208230661660585	4.74435933102417	6.59174102169197e-06	2.49945929869246e-05
"chr9:120175253-120177496"	-0.505497698574227	-4.74409906374549	6.59872490948145e-06	2.5017477474532e-05
"chr7:73081843-73082705"	0.150341545774533	4.74397185377453	6.60214101235504e-06	2.50247538978808e-05
"chr17:43971410-43975040"	-0.614514994829443	-4.74395692585534	6.60254199990348e-06	2.50247538978808e-05
"chr12:59313559-59314452"	0.282292712841325	4.74294300890652	6.62983278816124e-06	2.51245797225734e-05
"chr5:173738806-173739534"	0.327714532181656	4.74253664649827	6.64080121097009e-06	2.51625301057045e-05
"chr10:74057609-74058037"	0.167248618241958	4.74088273449322	6.68562506807047e-06	2.53287321211255e-05
"chr2:201171200-201172492"	0.176515498412942	4.74076762056107	6.6887557552194e-06	2.53369529986564e-05
"chr12:122984995-122985644"	0.179226763098241	4.74037938112373	6.69932496957292e-06	2.53733445494151e-05
"chr2:178077185-178078215"	0.172824693251845	4.74017338134375	6.70493957017423e-06	2.53878728626806e-05
"chr18:77631560-77631777"	0.366960599906694	4.74016800203619	6.70508624634348e-06	2.53878728626806e-05
"chr11:69813249-69813452"	0.603836044589003	4.7399712353757	6.7104535711694e-06	2.54045480302727e-05
"chr10:70939896-70940304"	0.133500391165575	4.73896759085644	6.73789551322693e-06	2.55047768730904e-05
"chr6:100051018-100051972"	-0.592178435754341	-4.73887952768508	6.74030855078892e-06	2.5510249296987e-05
"chr18:34325624-34325842"	0.450922892436058	4.73853533586276	6.74974786774594e-06	2.55423089063274e-05
"chr7:32767535-32768848"	0.197061123675207	4.73849978628712	6.7507235303372e-06	2.55423358596919e-05
"chr8:2338039-2338292"	0.606104223397861	4.73839066316817	6.75371928272451e-06	2.55500050098997e-05
"chr7:157550547-157551025"	0.378635983159622	4.73829307349579	6.75639950025993e-06	2.55564784309889e-05
"chr1:182991804-182993370"	0.140212410973985	4.73801664465427	6.76399698579078e-06	2.55815471833177e-05
"chr16:89920497-89920740"	-0.17018270000344	-4.7372685368579	6.78459988107799e-06	2.56557883659003e-05
"chr17:28562387-28563186"	-0.407940071653013	-4.7371619455728	6.78754035642571e-06	2.56632278537145e-05
"chr10:128593609-128595048"	0.461603790057916	4.73678341041521	6.79799279249437e-06	2.56990633491487e-05
"chr1:143687039-143687337"	1.19160386507271	4.73629362638849	6.81154030171501e-06	2.57465874784045e-05
"chr4:119199620-119200193"	0.49498456175724	4.73596569289327	6.82062563209372e-06	2.5777234045511e-05
"chr8:145257800-145258277"	-0.187765063601502	-4.73574857353532	6.82664734628666e-06	2.57962951449021e-05
"chr11:62138621-62138873"	0.349199439820328	4.73568372499115	6.8284468933942e-06	2.57993984917754e-05
"chr6:137818167-137819372"	-0.68819851852913	-4.73552754282704	6.83278283738838e-06	2.58120826511397e-05
"chr4:83933332-83934370"	0.197612703682385	4.73499105255457	6.84769728443833e-06	2.58647196770564e-05
"chr20:50139690-50140540"	0.392232236041542	4.73495213551151	6.84878040712886e-06	2.58651062432769e-05
"chr6:26124493-26124782"	0.138947101626441	4.73491310406945	6.84986688064501e-06	2.58655053517139e-05
"chr8:59465463-59466103"	0.154746147902732	4.7348772411028	6.85086530432571e-06	2.58655719120512e-05
"chr20:3387965-3388901"	-1.1421574685969	-4.7342670513988	6.86787461359004e-06	2.59260792026333e-05
"chr3:134514085-134515980"	-0.394419499550954	-4.73395406752034	6.87661506610984e-06	2.59553588841346e-05
"chr8:82434436-82434665"	0.303226273152108	4.73381425253218	6.88052305418126e-06	2.59655936927722e-05
"chr11:23751953-23752361"	0.262720482673816	4.73378661333617	6.88129585616507e-06	2.59655936927722e-05
"chr14:23298984-23299313"	0.141970655956735	4.73368612233094	6.88410633089257e-06	2.597248242608e-05
"chr19:29583946-29584264"	0.46107404282286	4.73311741675295	6.90003255519232e-06	2.60288454506554e-05
"chr2:160654229-160654631"	0.297395793303296	4.73259535780883	6.91468393035121e-06	2.60758457096266e-05
"chr16:90088915-90089413"	0.248518483075531	4.73257953892296	6.91512835176815e-06	2.60758457096266e-05
"chr14:58666567-58667198"	0.172489675605384	4.73256779715408	6.91545824712302e-06	2.60758457096266e-05
"chr1:51425447-51426070"	0.110020797646444	4.73216772453706	6.92670776627769e-06	2.6114529980311e-05
"chr15:89914363-89915061"	-0.589957336702454	-4.73208026862429	6.92916927548574e-06	2.612007606248e-05
"chr17:76454983-76455273"	0.418318530469219	4.73142090431557	6.94775488868248e-06	2.61863930147684e-05
"chr6:170239046-170239297"	0.326221330633035	4.73124952489969	6.9525935011271e-06	2.62008853689231e-05
"chr12:56522240-56522454"	0.153631503142193	4.73088210472052	6.96297801613423e-06	2.62362703588358e-05
"chr16:90237740-90238223"	0.273533852333741	4.73073990885606	6.96700098033528e-06	2.6247678550486e-05
"chr19:55798317-55798651"	0.642253560823374	4.73031538264219	6.97902497067651e-06	2.62892224720298e-05
"chr4:77134566-77135377"	0.156719117072188	4.72932897376422	7.00704111339494e-06	2.63909866098902e-05
"chr10:7409558-7409784"	0.44538269622067	4.72878030084408	7.02267179203009e-06	2.64460803226357e-05
"chr6:26689803-26690092"	0.193848461371219	4.72847252814928	7.03145446859866e-06	2.64750667168856e-05
"chr19:12865419-12865825"	0.401887950085291	4.72844022654971	7.03237685241103e-06	2.64750667168856e-05
"chr11:124632063-124633239"	0.185848763475922	4.72815071923179	7.04064907952993e-06	2.65024261383619e-05
"chr22:22288346-22288560"	-0.204016244928146	-4.72806499366304	7.04310036663657e-06	2.65078696830226e-05
"chr17:40224379-40224896"	-0.378461190506302	-4.72774579523996	7.05223499484397e-06	2.65384619412137e-05
"chr4:83821688-83822065"	0.155354170863103	4.72714866939481	7.06935404710544e-06	2.65990875917056e-05
"chr11:71229987-71230304"	0.18241341313901	4.72545511837591	7.11812616175432e-06	2.67787764818524e-05
"chr12:12714633-12715200"	0.163459554944261	4.72498699192475	7.13166507941432e-06	2.68258838217536e-05
"chr3:113775147-113775582"	0.114605774462013	4.72459632098594	7.14298298399691e-06	2.68646245370745e-05
"chr9:139559804-139561005"	0.215703892691074	4.7242741454928	7.15232965122589e-06	2.68959414747083e-05
"chr6:34433411-34434371"	-0.717452635064523	-4.72411604118081	7.15692076988864e-06	2.69093690538214e-05
"chr3:6902823-6903516"	-0.535908239863773	-4.72359653249018	7.17202667980631e-06	2.69623218246404e-05
"chr2:10572391-10572752"	0.480067817318825	4.72303735370691	7.18832064352383e-06	2.70192753490772e-05
"chr10:134672369-134672604"	0.253377026900022	4.72300633643193	7.18922550904272e-06	2.70192753490772e-05
"chr10:81598551-81598871"	0.277967473415831	4.72282317563549	7.19457110312536e-06	2.70355128429213e-05
"chr20:22562736-22566104"	0.522678139332676	4.7225710848752	7.20193474007639e-06	2.70593279620024e-05
"chr7:2026964-2027368"	0.16830865344086	4.72183604950909	7.22344706696627e-06	2.7136288611116e-05
"chr6:34393325-34394014"	0.177188303634675	4.72158143488262	7.23091341200145e-06	2.7160468380758e-05
"chr2:71126720-71129209"	-0.624088351513031	-4.72127653796296	7.2398640881555e-06	2.71902158548614e-05
"chr3:27762351-27763995"	-0.646172205907755	-4.72096908942173	7.24890055087922e-06	2.72202769938469e-05
"chr21:46387051-46387302"	0.354303324461769	4.72090149272592	7.250888805102e-06	2.72238666811148e-05
"chr5:43191974-43193155"	-0.740030107461131	-4.72074598848194	7.2554647344966e-06	2.72371695342554e-05
"chr1:155264318-155265536"	-0.430069033809156	-4.72066247762976	7.2579233136267e-06	2.72425211538519e-05
"chr1:1334071-1335602"	0.131615335679261	4.72060223460038	7.25969738421921e-06	2.72453023219908e-05
"chr9:113341213-113342029"	-0.667692522440111	-4.72014734759965	7.27310673586697e-06	2.72917431471661e-05
"chr6:100915602-100915883"	-0.664511565738017	-4.71993993587143	7.27922887697836e-06	2.73106541309994e-05
"chr18:47825069-47825325"	-0.31793736558546	-4.71990645484726	7.28021759976208e-06	2.73106541309994e-05
"chr8:145514719-145515959"	0.159639267415491	4.71913229952898	7.30311541282079e-06	2.7392655335928e-05
"chr10:133930595-133931010"	0.308718195788525	4.7190550875903	7.30540299893234e-06	2.7397339005666e-05
"chr7:70060834-70061456"	0.35303236631886	4.71839376380579	7.32502476468539e-06	2.74670202039362e-05
"chr2:237119978-237120257"	0.35092364492287	4.71832934346736	7.32693887386294e-06	2.74702917232746e-05
"chr8:116660432-116660747"	-0.65297000178555	-4.71796957191651	7.33763761929948e-06	2.7506493147998e-05
"chr18:6413959-6414873"	-1.05080551881686	-4.71724669470789	7.35918007987303e-06	2.75833281788533e-05
"chr11:310728-311419"	0.440847131663091	4.71713528269706	7.36250571902369e-06	2.75918716529903e-05
"chr4:91048411-91049682"	0.25066087958984	4.71706427057817	7.36462618527144e-06	2.75958968113069e-05
"chr7:55072266-55072622"	0.240559888220955	4.71689422281675	7.36970632514998e-06	2.76110094057189e-05
"chr6:14211081-14211744"	0.189320603819928	4.71684927226182	7.37104978099219e-06	2.76121200034554e-05
"chr1:229761128-229762299"	0.149258129656378	4.7166731769052	7.37631510385357e-06	2.76279196021625e-05
"chr10:134682700-134682917"	0.381793520422741	4.71634764975227	7.38605810329785e-06	2.76604834280277e-05
"chr17:79283863-79284131"	0.339390583211344	4.71584276104742	7.40119407170398e-06	2.77132315858267e-05
"chr2:219860927-219861242"	0.294498998310396	4.71580517044096	7.40232219612654e-06	2.77135208626134e-05
"chr7:33168674-33169243"	0.164056225243429	4.71549654183872	7.41159069637889e-06	2.77442824478217e-05
"chr13:43566074-43566508"	0.261735120248606	4.71441893522515	7.44404089193074e-06	2.78618005112117e-05
"chr1:236029587-236030597"	0.146785551991759	4.71378149796447	7.46330098413873e-06	2.7929923875934e-05
"chr19:1424612-1424974"	1.19201576245198	4.71371649080327	7.46526788106259e-06	2.79333207377103e-05
"chr1:3104956-3105253"	0.562934910258539	4.71271695445057	7.49557382946931e-06	2.80427398256156e-05
"chr4:134071662-134073628"	-0.532400344610393	-4.71234285364568	7.50694722218172e-06	2.80813066870037e-05
"chr11:96122536-96123587"	0.1838417123335	4.71219112269607	7.51156490694595e-06	2.80945950540318e-05
"chr1:185125850-185126705"	0.149428814456072	4.71167160504704	7.52739645187893e-06	2.81498155457957e-05
"chr2:238383664-238384382"	0.249194356158383	4.71109259314304	7.54507912385544e-06	2.82119419614796e-05
"chr14:58711351-58711897"	0.176018159073864	4.71069236013637	7.55732553381386e-06	2.82537268185057e-05
"chr16:11001646-11001872"	0.461598972634844	4.71064581513901	7.55875097746661e-06	2.82550504291636e-05
"chr10:99894265-99894914"	0.203046888222353	4.71045481913603	7.56460297318519e-06	2.82729180284637e-05
"chr8:67578694-67579509"	0.142264045916383	4.71029950051199	7.56936507545252e-06	2.82838107874537e-05
"chr5:176046143-176047641"	-0.384774311961826	-4.71028980658869	7.5696623895741e-06	2.82838107874537e-05
"chr22:20459267-20461473"	0.493332357063682	4.70836493850439	7.62892329616406e-06	2.85011992019321e-05
"chr8:1495105-1495333"	0.571700256328198	4.70799519067711	7.64035811332977e-06	2.85398759440131e-05
"chr8:76319450-76320196"	0.421375988284938	4.70795940952138	7.6414655624773e-06	2.85399702327789e-05
"chr1:193074174-193074778"	0.132474759233252	4.70743190925423	7.65781009817568e-06	2.85969651528022e-05
"chr19:45975848-45976262"	-0.39609297719282	-4.70694795000708	7.67283533311401e-06	2.86461949103881e-05
"chr6:519079-521338"	-0.242433476877416	-4.70693732538854	7.67316551065455e-06	2.86461949103881e-05
"chr1:33438458-33438979"	0.254494461630021	4.70600922041377	7.70206112912622e-06	2.87469510552048e-05
"chr8:1348787-1349043"	0.427014703798768	4.70600046736236	7.70233414819039e-06	2.87469510552048e-05
"chr18:11750953-11752756"	-0.593109079833799	-4.70590253864782	7.70538931207605e-06	2.87542842702801e-05
"chr14:75760750-75761214"	0.145104058621135	4.70524032754767	7.72607972395665e-06	2.88274157442254e-05
"chr4:190935925-190936999"	-0.305364695569831	-4.7049722368294	7.73447137666862e-06	2.88546441003685e-05
"chr19:58094739-58095764"	-0.565347914957377	-4.70489853923628	7.73677977310182e-06	2.88591734336975e-05
"chr19:45647957-45648823"	0.145948540655801	4.70482509291925	7.73908096350954e-06	2.88636746103343e-05
"chr18:9707752-9709311"	-0.565975870711143	-4.70419399051426	7.75888177969223e-06	2.8931815037601e-05
"chr15:62359827-62360995"	0.325341837990911	4.70417287055975	7.7595452662275e-06	2.8931815037601e-05
"chr16:56484865-56485774"	0.153282546286971	4.70405722848245	7.76317915476756e-06	2.89412723592776e-05
"chr3:185541048-185544146"	0.191524552485445	4.70365311611485	7.77589077593166e-06	2.89845641756706e-05
"chr8:142439683-142440547"	0.376698367617391	4.7025718822929	7.81000101162159e-06	2.91075956300855e-05
"chr5:28927605-28928637"	0.253585205673258	4.7024862508828	7.81270866060198e-06	2.91135725303653e-05
"chr1:533219-534114"	0.34486402447083	4.70198600706718	7.82854447311515e-06	2.91684621142968e-05
"chr20:60961570-60962753"	0.15162192584043	4.7012574206233	7.85166442609222e-06	2.92504724177008e-05
"chr5:126853265-126853925"	0.168070929827901	4.7010701622544	7.85761730916518e-06	2.9268514643687e-05
"chr16:22584550-22584765"	0.513171843206768	4.70064504767591	7.87114781171794e-06	2.93147733498977e-05
"chr17:14200579-14200996"	-0.489588417622334	-4.70054351531166	7.87438271347225e-06	2.93206542999923e-05
"chr11:46867194-46868077"	0.113950823494106	4.70052569884381	7.87495049320665e-06	2.93206542999923e-05
"chr11:106888323-106890203"	-0.997179642549752	-4.70006103123036	7.88977266383018e-06	2.93716946203458e-05
"chr7:129422997-129423355"	-0.912974407846223	-4.69927420422705	7.91493291400564e-06	2.9461201243212e-05
"chr1:241682473-241683112"	0.18100742560323	4.69912460964682	7.91972527035083e-06	2.94748793155083e-05
"chr21:34392162-34392656"	-0.582927603232615	-4.69904824717055	7.92217267465742e-06	2.94798275400121e-05
"chr5:170814447-170815655"	0.170175524239751	4.69803654171769	7.95466695242312e-06	2.9595699549887e-05
"chr3:158362180-158362478"	0.190351099032931	4.69800892795071	7.95555566923818e-06	2.9595699549887e-05
"chr1:10092532-10093404"	0.17389756295108	4.69794675259665	7.95755706272677e-06	2.95989696556037e-05
"chr20:327376-328977"	-0.44126033068571	-4.69773758938011	7.96429350562733e-06	2.96198488690458e-05
"chr20:33296514-33298242"	0.169240718302965	4.69727373747885	7.979252344567e-06	2.96712976354936e-05
"chr10:81966989-81967517"	0.384830870661096	4.69670753886952	7.99754869919854e-06	2.97351408847122e-05
"chr9:139925243-139925996"	0.379925413124985	4.69614957180122	8.01561884308945e-06	2.97981251945243e-05
"chr17:926234-926439"	-0.193864623578234	-4.69611294326241	8.0168064667673e-06	2.9798339695784e-05
"chr11:33890357-33891495"	-0.531908232267253	-4.69594155168983	8.0223658401973e-06	2.9814801569572e-05
"chr9:132331218-132331458"	-0.277750126286589	-4.69532808389835	8.04229534474382e-06	2.98846572962638e-05
"chr8:74884234-74884602"	0.135089118587185	4.69447825641425	8.06998269592809e-06	2.99833169423803e-05
"chr16:2033492-2034800"	0.185478789888786	4.69426607460885	8.07690997494822e-06	3.00048274206697e-05
"chr15:24123231-24123432"	0.409998848638592	4.69417527130609	8.07987626826766e-06	3.00116192882753e-05
"chr15:30114110-30115215"	0.519535589873308	4.69378850502037	8.09252268879372e-06	3.00543597167819e-05
"chr1:226111642-226112552"	0.155781902742141	4.69353082241144	8.10095900114023e-06	3.008145462941e-05
"chr1:236304758-236305025"	0.273524830052671	4.69310874181075	8.11479598872674e-06	3.01285935259329e-05
"chr7:821689-822634"	-0.146992545713367	-4.69095237490699	8.18584604705565e-06	3.03881097906745e-05
"chr10:133937695-133938295"	0.389139738824922	4.69038697419872	8.20457497584409e-06	3.04533499314511e-05
"chr11:116661034-116661410"	0.269464508893037	4.69029446067142	8.20764344317663e-06	3.0460452136709e-05
"chr5:40797651-40798942"	0.161589518838674	4.69007976363044	8.21476875214488e-06	3.04826060970262e-05
"chr20:45034723-45035418"	0.137152339522844	4.68989789982817	8.22080909071384e-06	3.05007283821476e-05
"chr17:1478584-1479214"	0.627153622396393	4.68926244627114	8.24194856770469e-06	3.0574858296175e-05
"chr13:115000148-115000874"	0.208957114287127	4.68916407691686	8.24522570308404e-06	3.05827133954617e-05
"chr17:951746-952265"	-0.281058846256543	-4.68883865690516	8.25607594287653e-06	3.06186520553424e-05
"chr20:376916-377165"	0.173617341455369	4.68831572156548	8.27354078764525e-06	3.06791082187543e-05
"chr7:96634622-96634915"	-0.643974397825041	-4.68812064681579	8.28006500529071e-06	3.06989841585163e-05
"chr2:25474757-25475598"	0.292056913213745	4.68766886957134	8.2951937166191e-06	3.07498932648348e-05
"chr15:45003460-45004345"	0.173822920866757	4.687640992613	8.29612811236539e-06	3.07498932648348e-05
"chr4:154170368-154170600"	-0.92599322508872	-4.68749947610988	8.30087311680502e-06	3.07631570877434e-05
"chr6:24126309-24126512"	-0.435677858064822	-4.68731477695104	8.30706997966654e-06	3.07778179354056e-05
"chr19:49935751-49936275"	-0.751598384374462	-4.68731199934	8.30716320583259e-06	3.07778179354056e-05
"chr17:1375216-1375460"	0.279191457797453	4.68628609391154	8.3416655650397e-06	3.09013069646337e-05
"chr19:360071-361949"	0.245214399258769	4.68617775440916	8.34531724330867e-06	3.09104924635585e-05
"chr3:113414907-113415736"	0.181992976725234	4.68551523229916	8.36768186754465e-06	3.09889771395714e-05
"chr2:121101046-121101432"	0.300037477809631	4.68535209780783	8.37319767259626e-06	3.10050504102371e-05
"chr17:73774789-73776044"	0.171162204634586	4.68531660649792	8.3743981500505e-06	3.10051422172023e-05
"chr1:181287300-181287873"	-0.636628406987549	-4.68500513575202	8.38494066555898e-06	3.10398168489783e-05
"chr18:12076434-12076799"	0.469304662540358	4.6846303652432	8.39764277393349e-06	3.10824751205858e-05
"chr6:155054186-155055403"	0.155743783690213	4.68342643279888	8.43857401397471e-06	3.12295921830678e-05
"chr3:47619112-47621131"	-0.27161366537731	-4.68320821882883	8.44601351443735e-06	3.12487194217931e-05
"chr10:119311204-119312104"	-0.535955009743505	-4.68320532423237	8.44611224171626e-06	3.12487194217931e-05
"chr5:177019064-177019634"	0.194362183945044	4.68306583119548	8.4508713183312e-06	3.12619411428013e-05
"chr17:7671134-7671403"	0.428743125785659	4.68294995944808	8.45482648475256e-06	3.1272185702089e-05
"chr21:45926531-45926754"	0.222486483636286	4.68283679593593	8.45869093999777e-06	3.12820919183314e-05
"chr6:99841661-99842146"	0.351729931575967	4.68264860462252	8.46512133368658e-06	3.13014834284889e-05
"chr6:31939730-31940559"	0.135956812403089	4.6823311613567	8.47597893393421e-06	3.13346352763908e-05
"chr2:60779445-60779745"	0.21866689222052	4.68231701145957	8.47646322090746e-06	3.13346352763908e-05
"chr17:30813177-30815239"	-0.210776814115503	-4.68221295700905	8.48002535792994e-06	3.13434097742576e-05
"chr1:234492484-234492860"	0.344802301816415	4.68180428343237	8.49402968623108e-06	3.13907722653147e-05
"chr1:7831378-7831846"	0.145572874218099	4.68154129818884	8.50305345250273e-06	3.14197177594791e-05
"chr12:91347804-91348096"	0.158952306616592	4.68146943394033	8.50552093377946e-06	3.14244323431818e-05
"chr1:164290515-164290767"	-0.769109563778287	-4.68133994541239	8.50996871451678e-06	3.14364609804225e-05
"chr12:52463348-52464202"	0.139239765630652	4.68108994478121	8.51856232470487e-06	3.14637991074393e-05
"chr16:75182243-75182846"	0.185059932105068	4.68079648905801	8.52866040690402e-06	3.14966856533921e-05
"chr7:1575736-1575993"	0.251131414727391	4.68041127905568	8.54193345038349e-06	3.15412866078848e-05
"chr2:111981371-111981779"	0.706238608706719	4.68021172368802	8.54881732845717e-06	3.15622862363254e-05
"chr14:105371528-105373330"	0.338828486543991	4.67985345662781	8.56118963216653e-06	3.16035404506573e-05
"chr12:51441598-51442187"	0.163020912916611	4.67906275169404	8.58855708353995e-06	3.16957142978628e-05
"chr16:28509237-28509509"	0.183738768900505	4.67906259093311	8.58856265632214e-06	3.16957142978628e-05
"chr1:1623610-1625067"	0.267786474938479	4.67902776369162	8.58977002624467e-06	3.16957345924338e-05
"chr1:118471840-118472720"	0.12896040608011	4.67875555806343	8.59921235678466e-06	3.17261371394971e-05
"chr18:34823798-34824017"	0.332736819576944	4.67866460701849	8.60236952879876e-06	3.17333458124886e-05
"chr19:41857247-41857586"	0.231101134575826	4.67722353882873	8.65254331400647e-06	3.19139681506264e-05
"chr20:47804353-47805160"	0.133169402813596	4.6771211683593	8.6561183240555e-06	3.19226894758763e-05
"chr6:150038664-150039440"	0.115300979104401	4.67700263375939	8.66025961084163e-06	3.19334964285676e-05
"chr2:191512946-191514439"	0.139583340223138	4.6764038734394	8.68120808464983e-06	3.20062658476703e-05
"chr8:143580769-143580975"	0.374764426054952	4.67616409617189	8.68961079391493e-06	3.20327671033162e-05
"chr2:110962400-110962631"	0.15361392621091	4.67523834589545	8.72212663697082e-06	3.2148137480111e-05
"chr13:20965958-20966509"	0.311043666402337	4.67458669701618	8.74508568690259e-06	3.2228255971911e-05
"chr6:44213695-44215707"	0.168209832771352	4.67451677940906	8.74755251713706e-06	3.22328426689868e-05
"chr17:39967407-39968604"	0.241504757095026	4.67411084389313	8.76188804691164e-06	3.22811555704322e-05
"chr19:15334122-15334822"	-0.422715933797185	-4.67377110564393	8.7739033325027e-06	3.23209077643192e-05
"chr5:87956489-87957187"	-1.11114571604293	-4.67355155361453	8.7816765680268e-06	3.23450243648048e-05
"chr19:40395901-40396151"	0.606114458744923	4.67341716314723	8.78643795248298e-06	3.23580424078873e-05
"chr11:116371182-116371606"	0.492106899439325	4.67309066235441	8.79801613091529e-06	3.23961576940098e-05
"chr5:39721548-39721835"	0.331885498959743	4.67293374163582	8.80358602019793e-06	3.24121416340444e-05
"chr7:76090885-76091495"	0.591559796754236	4.67289806491382	8.80485283950328e-06	3.24122807207399e-05
"chr22:18985499-18985700"	-0.379992553702877	-4.67245011200936	8.82077392204119e-06	3.24663572745388e-05
"chr17:3795519-3796868"	0.258018812105682	4.67238352793985	8.82314282456395e-06	3.24705445952275e-05
"chr15:86312153-86313047"	0.350860578780179	4.6721760296109	8.83052907566344e-06	3.24864672731146e-05
"chr2:127734403-127734677"	0.538627937416032	4.67216722236884	8.83084271674913e-06	3.24864672731146e-05
"chr4:6783872-6785283"	0.141562070819971	4.67215817223165	8.83116501899585e-06	3.24864672731146e-05
"chr13:50018121-50018738"	0.140240416926587	4.67211188172643	8.83281373955869e-06	3.24880005494619e-05
"chr1:110091039-110091590"	0.147423418074395	4.67205469663835	8.83485090236993e-06	3.24909619296193e-05
"chr5:180527368-180528782"	-0.808662402110702	-4.67180840354424	8.84363005758821e-06	3.25187133127045e-05
"chr17:72772244-72772692"	0.258851822061467	4.67151308480505	8.85416788558182e-06	3.25529228326452e-05
"chr19:5803734-5806023"	0.191587357317393	4.67123051999594	8.8642620071586e-06	3.25854917274584e-05
"chr17:73083866-73084495"	0.343236866291287	4.67090793030964	8.87579957908789e-06	3.26233570034433e-05
"chr1:231376796-231377243"	0.135504226690321	4.67008901697146	8.90515379980448e-06	3.27266884069738e-05
"chr5:87985470-87985810"	-0.515841298517892	-4.66994916742345	8.91017614909423e-06	3.2740583169e-05
"chr4:169930790-169931607"	0.177422217045087	4.66979095947558	8.91586110373844e-06	3.27569084741976e-05
"chr5:141705391-141705688"	0.178553446548428	4.66947657030723	8.92716862001327e-06	3.27938836672224e-05
"chr3:3221083-3221617"	0.152070308749096	4.66911351306916	8.94024385288038e-06	3.28373413493261e-05
"chr20:62401246-62401536"	0.483282323988522	4.66893028438711	8.94684974015668e-06	3.2857028456679e-05
"chr17:42767006-42767253"	0.136128464194994	4.66866678642816	8.95635784351879e-06	3.28873668963071e-05
"chr11:20181200-20182325"	-0.803733584034292	-4.6681144566587	8.97631998523299e-06	3.29545223249743e-05
"chr13:27334226-27335205"	-0.493823959688757	-4.66809163363597	8.97714577516364e-06	3.29545223249743e-05
"chr12:121018728-121019369"	0.150952245292333	4.66794482732124	8.9824593283301e-06	3.29694387483259e-05
"chr2:113956343-113957042"	0.266821212633208	4.66785717224615	8.98563339618931e-06	3.29764992936689e-05
"chr6:10881846-10882051"	-0.467214746246878	-4.66759164718585	8.99525492771088e-06	3.300721621728e-05
"chr12:63543636-63544967"	-0.398623221778955	-4.66753597814803	8.99727340927388e-06	3.30100298204467e-05
"chr5:93446953-93447436"	0.188241520025029	4.66714497724259	9.0114629283858e-06	3.30574906589777e-05
"chr22:41633520-41634842"	0.286033973490457	4.66709167738982	9.0133988718268e-06	3.30599937479578e-05
"chr4:3671157-3671532"	0.370907701297652	4.66703684962437	9.01539073221941e-06	3.30622452529843e-05
"chr7:1337105-1337388"	0.352354304674699	4.66700576819251	9.01652009174363e-06	3.30622452529843e-05
"chr12:33049301-33050098"	0.308690738830813	4.66676254195817	9.02536257498369e-06	3.30900683758473e-05
"chr12:2921849-2922127"	0.168877032669867	4.66597761491835	9.05395592897793e-06	3.31902871502649e-05
"chr4:190284977-190285534"	0.428045396729172	4.66561492097438	9.06719779070119e-06	3.32342098869175e-05
"chr6:153303408-153304973"	0.139895907495514	4.66542989181375	9.07396038418026e-06	3.32543751044471e-05
"chr16:88018631-88018954"	0.271712419614338	4.66493196164864	9.09218341522047e-06	3.33165292519375e-05
"chr16:89267823-89268087"	-0.499791102513804	-4.66406503085921	9.12399562191352e-06	3.34284540901783e-05
"chr6:123317164-123317753"	-0.59898576672049	-4.66364802123359	9.13933626793388e-06	3.34800077869082e-05
"chr7:75156588-75157524"	0.119864338360639	4.66263629628961	9.17665881106077e-06	3.3612061967402e-05
"chr22:39077816-39078400"	0.138203042192674	4.66258584160382	9.17852394581858e-06	3.36142248991984e-05
"chr2:114647669-114648312"	0.159489094443304	4.66188976692855	9.20429293143615e-06	3.37039174101408e-05
"chr16:88453549-88453969"	0.31928573619033	4.66179486315639	9.20781173580563e-06	3.37121214905826e-05
"chr20:5093360-5094145"	0.192218350947025	4.66167601742722	9.21222008873135e-06	3.37206073721166e-05
"chr19:2323912-2324127"	-0.322813082743478	-4.66166343866155	9.21268679342106e-06	3.37206073721166e-05
"chr4:8347476-8347889"	0.384337198315478	4.66146308013375	9.22012370153364e-06	3.37431449149105e-05
"chr10:133998912-134001500"	-0.398893501422216	-4.66129345383852	9.22642443722368e-06	3.37615186982743e-05
